record_id,price_total,listing_title,room_type,is_shared_room,is_private_room,max_guests,is_superhost,is_business_listing,cleanliness_score,guest_satisfaction_score,bedrooms,longitude,latitude,city,day_type,district,state,country_code,country_name,missing_bedrooms,missing_max_guests,missing_cleanliness_score,missing_guest_satisfaction_score,price_per_bedroom,price_per_guest,price_per_person,is_weekend,listing_title_length,price_category,listing_quality_score,host_score,silver_processed_time,source_system,data_layer
356,116.66,Chic apartment with parking and panoramic view,Entire home/apt,False,False,2,False,False,4.4,93.4,1,12.67232,41.91911,Rome,weekday,Municipio Roma VI,Lazio,IT,Italy,False,False,False,False,116.66,58.33,58.33,False,46,Mid-range,9.07,0,2026-07-12 03:21:54.283648,Airbnb,Silver
357,143.39,Roman Treat in the Heart of Pigneto,Entire home/apt,False,False,2,True,False,4.6,98.0,1,12.5263,41.8892,Rome,weekday,Municipio Roma V,Lazio,IT,Italy,False,False,False,False,143.39,71.695,71.695,False,35,Mid-range,9.5,1,2026-07-12 03:21:54.283648,Airbnb,Silver
358,153.99,Colosseum Apartment Metro A & Roma Centro,Entire home/apt,False,False,4,True,False,4.6,95.2,1,12.5057,41.8829,Rome,weekday,Municipio Roma VII,Lazio,IT,Italy,False,False,False,False,153.99,38.4975,38.4975,False,41,Mid-range,9.36,1,2026-07-12 03:21:54.283648,Airbnb,Silver
359,174.13,University,Entire home/apt,False,False,2,True,False,4.8,96.6,1,12.51712,41.90653,Rome,weekday,Nomentano,Lazio,IT,Italy,False,False,False,False,174.13,87.065,87.065,False,10,Mid-range,9.629999999999999,1,2026-07-12 03:21:54.283648,Airbnb,Silver
360,158.76,Parioli Duplex Apartment,Entire home/apt,False,False,2,True,False,4.9,100.0,1,12.48066,41.92452,Rome,weekday,Pinciano,Lazio,IT,Italy,False,False,False,False,158.76,79.38,79.38,False,24,Mid-range,9.9,1,2026-07-12 03:21:54.283648,Airbnb,Silver
361,269.6,Central Apt + Parking – by Viva Domus,Entire home/apt,False,False,4,True,False,4.6,96.3,1,12.4374,41.898,Rome,weekday,Municipio Roma XIII,Lazio,IT,Italy,False,False,False,False,269.6,67.4,67.4,False,37,Mid-range,9.415,1,2026-07-12 03:21:54.283648,Airbnb,Silver
362,151.04,Rifugio Urbano- apt moderno metro C + wifi veloce,Entire home/apt,False,False,4,True,False,5.0,100.0,1,12.58958447,41.88364894,Rome,weekday,Alessandrino,Lazio,IT,Italy,False,False,False,False,151.04,37.76,37.76,False,49,Mid-range,10.0,1,2026-07-12 03:21:54.283648,Airbnb,Silver
363,167.67,La casa di Mou,Entire home/apt,False,False,3,True,False,4.7,97.8,1,12.4456,41.8759,Rome,weekday,Municipio Roma XII,Lazio,IT,Italy,False,False,False,False,167.67,55.88999999999999,55.88999999999999,False,14,Mid-range,9.59,1,2026-07-12 03:21:54.283648,Airbnb,Silver
364,223.4,Bright Apartment (Vatican Area),Entire home/apt,False,False,4,True,False,5.0,100.0,1,12.4627,41.9126,Rome,weekday,Municipio Roma I,Lazio,IT,Italy,False,False,False,False,223.4,55.85,55.85,False,31,Mid-range,10.0,1,2026-07-12 03:21:54.283648,Airbnb,Silver
365,43.64,Brand Roomy Corner,Entire home/apt,False,False,1,False,False,4.8,97.0,1,16.37071,48.2272,Vienna,weekday,Brigittenau,Vienna,AT,Austria,False,False,False,False,43.64,43.64,43.64,False,18,Budget,9.649999999999999,0,2026-07-12 03:21:54.283648,Airbnb,Silver
366,40.02,Girls ONLY! Private room near Schönbrunn LONG STAY,Private room,False,True,1,False,False,4.6,85.8,1,16.31982,48.1896,Vienna,weekday,Katastralgemeinde Rudolfsheim,Vienna,AT,Austria,False,False,False,False,40.02,40.02,40.02,False,50,Budget,8.89,0,2026-07-12 03:21:54.283648,Airbnb,Silver
367,178.38,Zeus Design Apartment near Schönbrunn Palace ?22,Entire home/apt,False,False,3,False,False,4.9,96.4,1,16.3075,48.1986,Vienna,weekday,Katastralgemeinde Penzing,Vienna,AT,Austria,False,False,False,False,178.38,59.46,59.46,False,48,Mid-range,9.72,0,2026-07-12 03:21:54.283648,Airbnb,Silver
368,134.1,small apartment in Wien-Hernals,Entire home/apt,False,False,2,True,False,4.8,98.4,1,16.33,48.2215,Vienna,weekday,Katastralgemeinde Hernals,Vienna,AT,Austria,False,False,False,False,134.1,67.05,67.05,False,31,Mid-range,9.719999999999999,1,2026-07-12 03:21:54.283648,Airbnb,Silver
369,80.66,Urban Jungle | 10 min to City Center w Subway,Entire home/apt,False,False,4,True,False,4.8,96.2,1,16.31902,48.19714,Vienna,weekday,Katastralgemeinde Rudolfsheim,Vienna,AT,Austria,False,False,False,False,80.66,20.165,20.165,False,45,Budget,9.61,1,2026-07-12 03:21:54.283648,Airbnb,Silver
370,45.11,Bright Cozy Room | Fast City Access & WiFi,Entire home/apt,False,False,1,False,False,4.6,88.0,1,16.3179,48.2231,Vienna,weekday,Katastralgemeinde Hernals,Vienna,AT,Austria,False,False,False,False,45.11,45.11,45.11,False,42,Budget,9.0,0,2026-07-12 03:21:54.283648,Airbnb,Silver
371,42.29,Brand Roomy Space,Entire home/apt,False,False,1,False,False,4.8,96.8,1,16.3709,48.22826,Vienna,weekday,Brigittenau,Vienna,AT,Austria,False,False,False,False,42.29,42.29,42.29,False,17,Budget,9.64,0,2026-07-12 03:21:54.283648,Airbnb,Silver
372,78.13,"T14 quiet courtyard location, affordable living 70 m², central",Entire home/apt,False,False,3,True,False,5.0,99.0,2,16.344,48.2019,Vienna,weekday,Katastralgemeinde Neubau,Vienna,AT,Austria,False,False,False,False,39.065,26.043333333333333,26.043333333333333,False,62,Budget,9.95,1,2026-07-12 03:21:54.283648,Airbnb,Silver
373,120.4,Charming Flat in Vienna Center,Entire home/apt,False,False,2,True,False,5.0,96.6,1,16.34303,48.19487,Vienna,weekday,Katastralgemeinde Mariahilf,Vienna,AT,Austria,False,False,False,False,120.4,60.2,60.2,False,30,Mid-range,9.83,1,2026-07-12 03:21:54.283648,Airbnb,Silver
374,83.65,Peaceful Roomy Nook,Entire home/apt,False,False,1,False,False,4.9,97.0,1,16.37163,48.22439,Vienna,weekday,Leopoldstadt,Vienna,AT,Austria,False,False,False,False,83.65,83.65,83.65,False,19,Budget,9.75,0,2026-07-12 03:21:54.283648,Airbnb,Silver
375,137.2,"cosy historic flat in vienna's josefstadt, metro",Entire home/apt,False,False,2,True,False,5.0,98.8,1,16.34247,48.20934,Vienna,weekday,Katastralgemeinde Josefstadt,Vienna,AT,Austria,False,False,False,False,137.2,68.6,68.6,False,48,Mid-range,9.94,1,2026-07-12 03:21:54.283648,Airbnb,Silver
376,108.15,Cozy City Center Appartment next to Stephansdom,Entire home/apt,False,False,3,False,False,4.8,98.0,1,16.37289,48.20691,Vienna,weekday,Innere Stadt,Vienna,AT,Austria,False,False,False,False,108.15,36.050000000000004,36.050000000000004,False,47,Mid-range,9.7,0,2026-07-12 03:21:54.283648,Airbnb,Silver
377,133.8,Vienna Flair Apartment Open Space KS70/16,Entire home/apt,False,False,2,False,False,4.9,100.0,1,16.3227,48.20749,Vienna,weekday,Katastralgemeinde Ottakring,Vienna,AT,Austria,False,False,False,False,133.8,66.9,66.9,False,41,Mid-range,9.9,0,2026-07-12 03:21:54.283648,Airbnb,Silver
378,54.59,Peaceful Snuggy Room,Entire home/apt,False,False,1,False,False,4.8,97.0,1,16.37168,48.22425,Vienna,weekday,Leopoldstadt,Vienna,AT,Austria,False,False,False,False,54.59,54.59,54.59,False,20,Budget,9.649999999999999,0,2026-07-12 03:21:54.283648,Airbnb,Silver
379,141.92,Apartment in Wien-Hernals,Entire home/apt,False,False,4,True,False,4.5,95.6,1,16.33,48.2215,Vienna,weekday,Katastralgemeinde Hernals,Vienna,AT,Austria,False,False,False,False,141.92,35.48,35.48,False,25,Mid-range,9.28,1,2026-07-12 03:21:54.283648,Airbnb,Silver
380,41.89,Private Room | Great Transport | Fast Wi-Fi,Private room,False,True,1,False,False,4.7,92.0,1,16.3291,48.2079,Vienna,weekday,Ottakring,Vienna,AT,Austria,False,False,False,False,41.89,41.89,41.89,False,43,Budget,9.3,0,2026-07-12 03:21:54.283648,Airbnb,Silver
381,192.63,"Design apartment, close to the city, near U4/Danube Canal",Entire home/apt,False,False,2,True,False,4.9,98.2,2,16.366,48.2281,Vienna,weekday,Brigittenau,Vienna,AT,Austria,False,False,False,False,96.315,96.315,96.315,False,57,Mid-range,9.81,1,2026-07-12 03:21:54.283648,Airbnb,Silver
382,37.68,Quiet Room,Entire home/apt,False,False,1,False,False,4.6,93.8,1,16.34256,48.17956,Vienna,weekday,Katastralgemeinde Meidling,Vienna,AT,Austria,False,False,False,False,37.68,37.68,37.68,False,10,Budget,9.29,0,2026-07-12 03:21:54.283648,Airbnb,Silver
383,164.99,"Quiet, brand new, main transport at door! Ideal!",Entire home/apt,False,False,2,True,False,4.9,98.2,1,16.32878,48.19744,Vienna,weekday,Katastralgemeinde Rudolfsheim,Vienna,AT,Austria,False,False,False,False,164.99,82.495,82.495,False,48,Mid-range,9.81,1,2026-07-12 03:21:54.283648,Airbnb,Silver
384,116.92,Vienna Flair Apartment Large KS70/2,Entire home/apt,False,False,2,False,False,4.8,93.4,1,16.32496,48.20786,Vienna,weekday,Katastralgemeinde Ottakring,Vienna,AT,Austria,False,False,False,False,116.92,58.46,58.46,False,35,Mid-range,9.469999999999999,0,2026-07-12 03:21:54.283648,Airbnb,Silver
385,530.74,Cosy Apartment Meidling,Entire home/apt,False,False,2,False,False,4.4,88.8,1,16.33266,48.17399,Vienna,weekday,Katastralgemeinde Meidling,Vienna,AT,Austria,False,False,False,False,530.74,265.37,265.37,False,23,Luxury,8.84,0,2026-07-12 03:21:54.283648,Airbnb,Silver
386,103.31,Chillout Lounge Satzberg,Entire home/apt,False,False,4,False,False,3.8,76.0,1,16.25783,48.20272,Vienna,weekday,Penzing,Vienna,AT,Austria,False,False,False,False,103.31,25.8275,25.8275,False,24,Mid-range,7.6,0,2026-07-12 03:21:54.283648,Airbnb,Silver
387,127.42,"Blueground | Favoriten, roof, gym & lounge",Entire home/apt,False,False,2,False,False,4.8,89.4,1,16.3811,48.1837,Vienna,weekday,Katastralgemeinde Favoriten,Vienna,AT,Austria,False,False,False,False,127.42,63.71,63.71,False,42,Mid-range,9.27,0,2026-07-12 03:21:54.283648,Airbnb,Silver
388,178.38,Nice flat | Contactless Check-In with Smartphone,Entire home/apt,False,False,2,True,False,4.9,98.4,1,16.30945,48.19787,Vienna,weekday,Katastralgemeinde Penzing,Vienna,AT,Austria,False,False,False,False,178.38,89.19,89.19,False,48,Mid-range,9.82,1,2026-07-12 03:21:54.283648,Airbnb,Silver
