price_total,listing_title,room_type,is_shared_room,is_private_room,max_guests,is_superhost,is_business_listing,cleanliness_score,guest_satisfaction_score,bedrooms,longitude,latitude,city,day_type,district,state,country_code,country_name
252.12,"Smart, Stylish Apartment In The Heart Of Budapest",Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.9,98.2,1,19.0574,47.4975,Budapest,weekday,7th district,Budapest,HU,Hungary
266.55,Central Loft by Riverside,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.6,93.4,1,19.0514,47.4936,Budapest,weekday,Pest,Budapest,HU,Hungary
151.87,Royal Studio3 @ the heart of the city,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.8,97,1,19.0662,47.4907,Budapest,weekday,Palotanegyed,Budapest,HU,Hungary
159.06,Phoenix Apartment - Himalayan Salt Wall & Central,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,5,98,1,19.0683,47.4977,Budapest,weekday,7th district,Budapest,HU,Hungary
163.41,Corvin Promenade 2022 New Building with terrace,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.7,96.2,1,19.0777,47.4858,Budapest,weekday,Corvinnegyed,Budapest,HU,Hungary
352.06,Fancy residence | private parking | garden,Private room,FALSE,TRUE,4,TRUE,FALSE,4.8,97.4,1,19.07284,47.48728,Budapest,weekday,Corvinnegyed,Budapest,HU,Hungary
193.48,Designer Atelier Apartment in City Center,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.5,94.4,1,19.0717,47.5042,Budapest,weekday,7th district,Budapest,HU,Hungary
201.31,Premium Home Residence – elevated comfort stay,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.4,88,1,19.07294,47.47577,Budapest,weekday,9th district,Budapest,HU,Hungary
39.18,"A high-end, fully equipped hotel studio with a modern, tourist-oriented design",Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.9,100,1,31.2457,30.0456,Cairo,weekday,Abdin,Cairo,EG,Egypt
31.19,Villa Maadi 35 - R 201 -Street View Room,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,5,100,3,31.2778,29.9719,Cairo,weekday,El Maadi El Gadida,Cairo,EG,Egypt
15.76,Private Room/Bath on Iconic Pyramids Road Giza,Private room,FALSE,TRUE,1,TRUE,FALSE,5,100,1,31.19647,30.00303,Cairo,weekday,Officer's Housing,Giza,EG,Egypt
78.56,The Charm apartment / Close to French institue,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,96,2,31.24144586,30.03913635,Cairo,weekday,Bab al Luq,Cairo,EG,Egypt
20.16,"5G WiFi 30Mbps, AC-Private Rm w/Balcony,Heliopolis",Private room,FALSE,TRUE,1,TRUE,FALSE,4.8,99.4,2,31.3047,30.09337,Cairo,weekday,Al-Zaitoun,Cairo,EG,Egypt
82.97,"Cozy Sky Retreat With Jaccuzi, Pergola & Nature",Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,5,99.2,1,31.3289,30.0861,Cairo,weekday,Heliopolis,Cairo,EG,Egypt
23.96,Calm Home in Central Cairo | Near Tahrir,Entire home/apt,FALSE,FALSE,1,TRUE,FALSE,4.8,100,1,31.2352,30.03957,Cairo,weekday,Bab al Luq,Cairo,EG,Egypt
54.48,Cozy Appartment in the Heart of Heliopolis,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,5,100,1,31.32179,30.09313,Cairo,weekday,Heliopolis,Cairo,EG,Egypt
54.48,elegant mona studio,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.9,97.8,1,31.28334,30.01879,Cairo,weekday,Manshiet Naser,Cairo,EG,Egypt
30.5,Private Room(#3) in ASU view apartment,Private room,FALSE,TRUE,1,TRUE,FALSE,4.9,100,3,31.2824,30.0785,Cairo,weekday,El-Demerdash,Cairo,EG,Egypt
23.96,Stunning Panoramic Cairo View Room - Men Only,Entire home/apt,FALSE,FALSE,1,TRUE,FALSE,5,100,1,31.3369,29.9892,Cairo,weekday,Ebad El Rahman City,Cairo,EG,Egypt
23.96,"A simple full house in Maadi, next to the Metro and the Nile River",Entire home/apt,FALSE,FALSE,1,TRUE,FALSE,5,100,1,31.25141168,29.96192641,Cairo,weekday,Ma‘adi Al Khahiri,Cairo,EG,Egypt
94.17,"4 Rent
Elegant & bright apartment at Sarayat Maadi",Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.8,95.4,2,31.2678,29.9658,Cairo,weekday,Ma‘adi,Cairo,EG,Egypt
37.36,Peaceful Room with Tree View in Maadi · Void Space,Entire home/apt,FALSE,FALSE,1,TRUE,FALSE,5,100,1,31.2742,29.9646,Cairo,weekday,Ma‘adi,Cairo,EG,Egypt
27.69,Private Room #1 with Private full bathroom ASUView,Private room,FALSE,TRUE,1,TRUE,FALSE,4.8,100,3,31.28648154,30.08176273,Cairo,weekday,El Khasa,Cairo,EG,Egypt
66.01,grey | studio apartments Downtown Cairo OZ,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,97.6,2,31.24051,30.05138,Cairo,weekday,Bab al Luq,Cairo,EG,Egypt
115.96,Bright Cozy Zamalek Retreat,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,4.8,99,1,31.2241,30.0598,Cairo,weekday,Zamalek,Cairo,EG,Egypt
20.1,Nefertiti  private single room with balcony,Private room,FALSE,TRUE,1,TRUE,FALSE,4.8,100,1,31.27687,29.95935,Cairo,weekday,Masaken Nerco,Cairo,EG,Egypt
38.8,Joy homes - Downtown Cairo,Entire home/apt,FALSE,FALSE,5,FALSE,FALSE,4.9,100,2,31.23715,30.05054,Cairo,weekday,Bab al Luq,Cairo,EG,Egypt
59.35,luxurious hidden gem in mokkatam,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,5,99,1,31.28571,30.01856,Cairo,weekday,Manshiet Naser,Cairo,EG,Egypt
54.48,cozy two bedroom flat maadi nerco,Entire home/apt,FALSE,FALSE,6,FALSE,FALSE,4.8,97.8,2,31.2852,29.9626,Cairo,weekday,Masaken Nerco,Cairo,EG,Egypt
52.34,Calm Room with Artistic Touches | Near Tahrir,Entire home/apt,FALSE,FALSE,1,TRUE,FALSE,4.9,100,1,31.23687,30.03773,Cairo,weekday,Bab al Luq,Cairo,EG,Egypt
52.81,Maadi Club House Rooftop Studio,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.8,97,1,31.27941,29.9788,Cairo,weekday,El Maadi El Gadida,Cairo,EG,Egypt
75.23,Heritage Rooftop 2BR Apt in Downtown - Mint 67,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,5,98.4,2,31.2435,30.0491,Cairo,weekday,Bab al Luq,Cairo,EG,Egypt
43.2,Modern Luxury Apartment in Mokattam Prime Location,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,100,1,31.3427,30.0071,Cairo,weekday,Golden Gates Compound,Cairo,EG,Egypt
124.59,"Luxury hotel apartment in Mohandeseen, Al-Dawl University Street",Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,5,100,1,31.1985,30.0504,Cairo,weekday,El Mohandesin,Giza,EG,Egypt
92.93,Maadi Modern Private Studio 6,Private room,FALSE,TRUE,4,TRUE,FALSE,5,100,1,31.2735,29.9754,Cairo,weekday,Ma‘adi,Cairo,EG,Egypt
92.25,Beautiful and cosy apartment 5 mins to Downtown,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,4.8,97.8,1,31.2322,30.0321,Cairo,weekday,Al-Sayyida Zeinab,Cairo,EG,Egypt
60.33,Modern Luxury Apartment in Maadi | Stylish & Cozy,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,4.9,98.4,1,31.30894,29.95929,Cairo,weekday,Zahraa Al Maadi Area 3,Cairo,EG,Egypt
71.8,Green Birch | Maadi's Home,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,5,100,1,31.25894262,29.95620534,Cairo,weekday,Ma‘adi Al Khahiri,Cairo,EG,Egypt
66.01,grey | studio apartments Downtown Cairo OZ,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,97,1,31.24265,30.05091,Cairo,weekday,Al-Azbakeya,Cairo,EG,Egypt
79.44,Cozy Modern Studio with Skyline View,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,98,1,31.20643,30.06234,Cairo,weekday,El Agouza,Giza,EG,Egypt
107.84,NEW CAIRO Mirage City 1 BRD,Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.8,97.4,1,31.45232,30.07635,Cairo,weekday,El Tagamoa El Awal,Cairo,EG,Egypt
63.45,1BR Panoramic View Near Airport,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,4.9,99.4,1,31.34164231,30.08577655,Cairo,weekday,Heliopolis,Cairo,EG,Egypt
68.36,Modern Studio W Patio in Cairo Center By The Nile,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,5,100,1,31.23694,30.03787,Cairo,weekday,Bab al Luq,Cairo,EG,Egypt
114.77,house of Art a Family-friendly near airport home,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,5,100,2,31.3251,30.0962,Cairo,weekday,Heliopolis,Cairo,EG,Egypt
179.3,Sandoa - 2 bedrooms in Lapa,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.8,100,2,-9.16796,38.70633,Lisbon,weekday,Prazeres,Lisbon,PT,Portugal
34.26,Beautiful interior room in Alameda,Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.7,73.4,2,-9.134,38.7382,Lisbon,weekday,Areeiro,Lisbon,PT,Portugal
190.6,Calm Apartment in Telheiras,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.6,95.2,1,-9.1661,38.755,Lisbon,weekday,Campo Grande,Lisbon,PT,Portugal
135.28,"One-bedroom apartment in São Bento, bright and with an outdoor space.",Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,90,1,-9.1523,38.712,Lisbon,weekday,São Bento,Lisbon,PT,Portugal
54,"1Q4-Biggest Bedroom | Graça, City Center",Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,5,100,2,-9.13444,38.71776,Lisbon,weekday,Santa Maria Maior,Lisbon,PT,Portugal
42.96,Private room City Center,Private room,FALSE,TRUE,2,FALSE,FALSE,4.5,76.6,1,-9.134,38.7382,Lisbon,weekday,Areeiro,Lisbon,PT,Portugal
170.76,Apartment no Downtown Lisbon,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,100,1,-9.1575,38.7078,Lisbon,weekday,Prazeres,Lisbon,PT,Portugal
110.23,Cozy and quiet private room in Lisbon,Private room,FALSE,TRUE,1,FALSE,FALSE,4.9,100,1,-9.16824,38.7151,Lisbon,weekday,Santa Isabel,Lisbon,PT,Portugal
162.84,(4) Central Room in Lisbon - w/ Marquise & A/C,Entire home/apt,FALSE,FALSE,1,TRUE,FALSE,4.9,98,2,-9.1324,38.7306,Lisbon,weekday,Santa Maria Maior,Lisbon,PT,Portugal
140.68,Angels and devils - room in Anjos,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,4.8,97,2,-9.13651,38.72368,Lisbon,weekday,Anjos,Lisbon,PT,Portugal
282.95,Bleisured | Luxury & central apartment in Chiado,Entire home/apt,FALSE,FALSE,8,TRUE,FALSE,5,100,4,-9.14258,38.71025,Lisbon,weekday,Santa Maria Maior,Lisbon,PT,Portugal
114.62,"Coquette Home Lisbon - Guesthouse, Quarto Savana",Entire home/apt,FALSE,FALSE,1,TRUE,FALSE,5,96,1,-9.1314,38.7336,Lisbon,weekday,Penha de França,Lisbon,PT,Portugal
37.78,Fully Furnished Bedroom Saldanha,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.7,76.6,1,-9.1451,38.7385,Lisbon,weekday,Campo Pequeno,Lisbon,PT,Portugal
160.83,Ajuda Boutique@Cozy apartment with private parking,Private room,FALSE,TRUE,2,TRUE,FALSE,4.3,100,1,-9.18843,38.70521,Lisbon,weekday,Santo Amaro,Lisbon,PT,Portugal
38.56,Luminous bedroom Lisbon center,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,3.3,80,1,-9.13553,38.73078,Lisbon,weekday,Anjos,Lisbon,PT,Portugal
40.76,Cozy Double Room in Prime Lisbon Location,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4,80,1,-9.151,38.72919,Lisbon,weekday,Campo Pequeno,Lisbon,PT,Portugal
33.77,Stunning single room in Saldanha,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4.7,85,1,-9.149,38.7366,Lisbon,weekday,Campo Pequeno,Lisbon,PT,Portugal
218.45,Entire House In Campolide,Entire home/apt,FALSE,FALSE,6,FALSE,FALSE,4.8,88,2,-9.16622,38.72342,Lisbon,weekday,Campolide,Lisbon,PT,Portugal
134.21,NEWLY Renovated Bica Gem,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,94,1,-9.14568,38.70932,Lisbon,weekday,Misericórdia,Lisbon,PT,Portugal
141.58,"Stylish 3BR w/ 2 Baths, 3 Double Beds & Balcony",Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.8,96,3,-9.14278,38.75432,Lisbon,weekday,Campo Grande,Lisbon,PT,Portugal
197.14,Serene & modern Graça apartment,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.6,94,1,-9.12878,38.71926,Lisbon,weekday,São Vicente,Lisbon,PT,Portugal
145.44,FLH Alcântara Elegant Charm with Balcony,Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.5,88,2,-9.1803,38.7057,Lisbon,weekday,Santo Amaro,Lisbon,PT,Portugal
324.89,Chic Lisbon Hideaway by FeelingInn,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.6,100,1,-9.15901,38.71726,Lisbon,weekday,Santa Isabel,Lisbon,PT,Portugal
569.24,Lisbon Center Charm Apartment -Santos,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,4.8,98,1,-9.15211,38.71023,Lisbon,weekday,Estrela,Lisbon,PT,Portugal
359.83,Panorama View Apartment,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.7,90.8,2,-9.13202,38.73232,Lisbon,weekday,Santa Maria Maior,Lisbon,PT,Portugal
202.64,Sunny 1bdr Campo Ourique Apt,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.6,90,1,-9.1692,38.7191,Lisbon,weekday,Santa Isabel,Lisbon,PT,Portugal
270.28,Bleisured | Stylish 2-bedroom apartment in Carmo,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,5,100,2,-9.1419,38.7132,Lisbon,weekday,Santa Maria Maior,Lisbon,PT,Portugal
270.28,1-bed apartment Av. Liberdade (min 1 month),Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,100,1,-9.1463,38.7196,Lisbon,weekday,Santa Maria Maior,Lisbon,PT,Portugal
187.84,Stay em Santos (Self Check In Available 24/7),Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,5,100,1,-9.1526,38.7079,Lisbon,weekday,Prazeres,Lisbon,PT,Portugal
692.51,Exclusive Apartment - Alcântara Factory 1.1,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,5,96.6,1,-9.17783,38.70353,Lisbon,weekday,Santo Amaro,Lisbon,PT,Portugal
225.1,Serene Lisbon Retreat in Authentic Neighbourhood,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,4.9,95,1,-9.16149,38.72841,Lisbon,weekday,Campolide,Lisbon,PT,Portugal
217.43,Charming 1-Bedroom Apartment in the Heart of Graça,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,93.4,1,-9.13128,38.71512,Lisbon,weekday,São Vicente,Lisbon,PT,Portugal
231.7,MY LX FLAT Bright and Stylish Studio in Graça,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.9,96.2,1,-9.13009,38.71946,Lisbon,weekday,São Vicente,Lisbon,PT,Portugal
236.94,Modern Studio Near LX Factory,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,4.8,96,1,-9.1808,38.7025,Lisbon,weekday,Santo Amaro,Lisbon,PT,Portugal
315.66,Perfect for great Food and long walks!,Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,5,100,1,-9.1526,38.7089,Lisbon,weekday,Bairro Alto,Lisbon,PT,Portugal
256.77,St. Michael Studio with Amazing view in Alfama,Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.6,91.4,1,-9.1293,38.7108,Lisbon,weekday,Santa Maria Maior,Lisbon,PT,Portugal
230.83,"Lovely studio flat, W6 7LS",Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,96.8,1,-0.22085,51.49979,London,weekday,Brook Green,England,GB,United Kingdom
123.67,Large Double Room - Excellent views,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.5,100,1,-0.21373,51.44697,London,weekday,Southfields,England,GB,United Kingdom
288.96,"Studio Flat in Wimbledon Park, London.",Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.7,97.6,1,-0.2108,51.4444,London,weekday,Southfields,England,GB,United Kingdom
68.74,Small single bedroom overlooking front garden/road,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4.6,89,2,-0.20928,51.40544,London,weekday,Merton Park,England,GB,United Kingdom
116.22,Cosy budget room (3) 2min underground to central,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,89,1,-0.16095,51.43345,London,weekday,Furzedown,England,GB,United Kingdom
201.33,Spacious room with Queen size bed near Wimbledon,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.9,99,1,-0.21274,51.45162,London,weekday,Putney,England,GB,United Kingdom
190.06,Rodeo room,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,5,100,1,-0.1858,51.4633,London,weekday,Wandsworth,England,GB,United Kingdom
192.67,Peaceful place,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,96.8,2,-0.18823,51.45854,London,weekday,Wandsworth,England,GB,United Kingdom
231.28,Studio at Florence Dock Battersea,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.7,95.6,1,-0.18071,51.4664,London,weekday,Battersea,England,GB,United Kingdom
132.61,Discounted box room close to tube/train,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.4,96,1,-0.22294,51.46355,London,weekday,Putney,England,GB,United Kingdom
353.45,Near Wimbledon• Stylish 2 Bed Penthouse w/Balcony,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.8,93.4,2,-0.19063,51.4538,London,weekday,Wandsworth,England,GB,United Kingdom
146.03,Cosy Private Room in a Family Home,Private room,FALSE,TRUE,2,FALSE,FALSE,4.7,100,3,-0.2128,51.4472,London,weekday,Southfields,England,GB,United Kingdom
148.21,Stylish private & peaceful room in home,Private room,FALSE,TRUE,1,TRUE,FALSE,4.6,97.2,3,-0.2112,51.449,London,weekday,Southfields,England,GB,United Kingdom
85.48,A Cosy room in Thornton Heath,Entire home/apt,FALSE,FALSE,3,TRUE,FALSE,5,95,2,-0.12004,51.39484,London,weekday,Thornton Heath,England,GB,United Kingdom
170.34,Garden Home Between the Commons.,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4.8,100,1,-0.16413,51.45757,London,weekday,Clapham Junction,England,GB,United Kingdom
172.29,Wimbledon Chase Double Bedroom,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.5,96.2,1,-0.21024,51.41062,London,weekday,Merton Park,England,GB,United Kingdom
249.53,"Bright double bedroom in Southfields, Wimbledon",Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.9,100,1,-0.20639,51.44402,London,weekday,Southfields,England,GB,United Kingdom
654.64,Chic 2BDR Retreat in Wandsworth Town,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.8,90.4,2,-0.18773,51.45913,London,weekday,Wandsworth,England,GB,United Kingdom
83.24,Lovely double in East Putney!,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,5,81.2,4,-0.21565,51.45421,London,weekday,Putney,England,GB,United Kingdom
131.39,"Luxury En-suite+Gym, 10 min walk to Richmond Park!",Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,100,1,-0.24209,51.45344,London,weekday,Roehampton,England,GB,United Kingdom
200.27,Peaceful & spacious Double ensuite Loft bedroom,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4,94.8,1,-0.21171,51.44998,London,weekday,Southfields,England,GB,United Kingdom
195.91,Modern Double Room | 5 min to 4 Tube Lines & Rail,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.5,94.8,1,-0.22305,51.48606,London,weekday,Hammersmith,England,GB,United Kingdom
569.24,Tooting | Uptown Studio,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.9,80,1,-0.16166,51.43347,London,weekday,Furzedown,England,GB,United Kingdom
198.09,Florence House Room 1 for up to 2 guests sharing,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.6,80,1,-0.1283,51.4445,London,weekday,Streatham Hill,England,GB,United Kingdom
129.17,Single Bdr with Desk - 15 min to Central London,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,96.6,1,-0.18705,51.44385,London,weekday,Earlsfield,England,GB,United Kingdom
129.86,Double bedroom near St George’ hospital/university,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4.6,94,1,-0.1778,51.4231,London,weekday,Collier's Wood,England,GB,United Kingdom
285.87,Hidden Putney,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.7,90,2,-0.22018,51.46063,London,weekday,Putney,England,GB,United Kingdom
239.66,Raynes Park family studio,Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.9,98.3,1,-0.2182,51.4109,London,weekday,Raynes Park,England,GB,United Kingdom
190.86,Lovely double Bedroom/ Bath/Jaccuzi  in House,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.6,100,1,-0.24377,51.49035,London,weekday,Hammersmith,England,GB,United Kingdom
120.8,Bio Room Double 19” Victoria - next to Wimbledon,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.8,100,1,-0.15064,51.40296,London,weekday,Mitcham,England,GB,United Kingdom
226,Compact Self-Contained Studio Room in Chelsea,Entire home/apt,FALSE,FALSE,1,FALSE,FALSE,4.8,100,1,-0.183,51.4828,London,weekday,Brompton,England,GB,United Kingdom
220.67,Cheerful Private Room in London Wimbledon,Private room,FALSE,TRUE,1,TRUE,FALSE,4.6,95.4,3,-0.20126,51.41744,London,weekday,Merton Park,England,GB,United Kingdom
325.08,Chelsea Flat by the River,Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.9,100,1,-0.18227,51.47316,London,weekday,Fulham,England,GB,United Kingdom
246.94,Gorgeous flat in Streatham South London,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.6,99,1,-0.1345,51.42469,London,weekday,Streatham,England,GB,United Kingdom
124.77,Cosy Attic Room in Trendy Tooting,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.9,99,1,-0.15595,51.42715,London,weekday,Furzedown,England,GB,United Kingdom
448.5,Bright 1BR Flat with Easy Access to City Center,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,99,1,-0.1284,51.4307,London,weekday,Streatham,England,GB,United Kingdom
874.16,The Pembroke Studio by Richmond Park,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.6,97.8,1,-0.294,51.4283,London,weekday,Ham,England,GB,United Kingdom
253.99,"20 days or more, special price !",Entire home/apt,FALSE,FALSE,5,FALSE,FALSE,4.8,97.8,2,-0.1561,51.4383,London,weekday,Balham,England,GB,United Kingdom
498.46,"Modern 1BR Mitcham, Wimbledon | Self Check-in |",Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.7,86.6,1,-0.16824,51.40509,London,weekday,Mitcham,England,GB,United Kingdom
317.63,"One Bedroom Kensal Green, Close to Ladbroke Grove",Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.6,90,1,-0.23115,51.53097,London,weekday,London Borough of Hammersmith and Fulham,England,GB,United Kingdom
321.53,Big one bed apartment in the heart of Raynes Park.,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,5,100,1,-0.2329,51.4097,London,weekday,Raynes Park,England,GB,United Kingdom
331.33,Modern Flat in Mitcham Town Centre,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,5,100,1,-0.1643,51.4048,London,weekday,Mitcham,England,GB,United Kingdom
249.25,"(C051P)1 Bed Apartment, Free Parking&Gym, Kingston",Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,96.6,1,-0.24934,51.41366,London,weekday,New Malden,England,GB,United Kingdom
261.16,1 Bedroom Luxury Flat with free Parking - London,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.3,92.2,1,-0.19694,51.37645,London,weekday,Benhilton,England,GB,United Kingdom
367.42,Exceptional London view | Great Transport Links,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.8,97.2,1,-0.2216,51.5034,London,weekday,Shepherd's Bush,England,GB,United Kingdom
296.99,1 bedroom flat with home cinema,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,5,100,1,-0.10903,51.46157,London,weekday,Brixton,England,GB,United Kingdom
302.26,Peaceful Marylebone Flat Near Regent’s Park,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.3,93.4,1,-0.16673,51.52118,London,weekday,Paddington,England,GB,United Kingdom
402.92,2 luxury rooms in house shared kitchen with owner,Shared room,TRUE,FALSE,4,FALSE,FALSE,5,100,2,-0.2574,51.434,London,weekday,Kingston Vale,England,GB,United Kingdom
446.5,Chelsea Riverside Modern Escape,Entire home/apt,FALSE,FALSE,3,FALSE,FALSE,4.2,90.6,1,-0.1834,51.4791,London,weekday,Brompton,England,GB,United Kingdom
465.46,"New 2BR Flat Mitcham, Wimbledon | Self check-in |",Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.5,97.8,2,-0.1673,51.406,London,weekday,Mitcham,England,GB,United Kingdom
396.24,(YO) Unique Designer Unit Luxe Huge Bath A/C,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.7,95.2,1,-0.2283,51.4957,London,weekday,Hammersmith,England,GB,United Kingdom
278.44,"Stylish Apartment • Pool Table, Netflix & Disney+",Entire home/apt,FALSE,FALSE,4,TRUE,FALSE,5,100,1,-0.1828,51.46059,London,weekday,Wandsworth,England,GB,United Kingdom
528.1,Unique Brixton duplex penthouse,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.9,98.2,2,-0.1169,51.4642,London,weekday,Brixton,England,GB,United Kingdom
215.45,Stylish Renovated 2BR Apartment in South London,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.8,99.3,2,-0.1441,51.4269,London,weekday,Furzedown,England,GB,United Kingdom
410.28,Stylish Large Studio Apartment in Kensington,Entire home/apt,FALSE,FALSE,2,TRUE,FALSE,4.5,88,1,-0.18724,51.49978,London,weekday,South Kensington,England,GB,United Kingdom
2384.2,Stylish 2BR Apartment Perfect for St George's Hosp,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,4.8,100,2,-0.17581,51.42792,London,weekday,Summerstown,England,GB,United Kingdom
398.51,London Kensington  Best Luxury Secured Location,Entire home/apt,FALSE,FALSE,2,FALSE,FALSE,4.6,95.8,2,-0.19148,51.5058,London,weekday,Kensington,England,GB,United Kingdom
799.81,2 bedroom flat in Imperial Wharf by the river,Entire home/apt,FALSE,FALSE,4,FALSE,FALSE,5,95,2,-0.18351,51.47349,London,weekday,Fulham,England,GB,United Kingdom
